I0,I1
25.64100,26.30900
24.39000,26.29300
25.64100,26.28700
24.39000,26.27100
25.64100,26.26600
22.22200,26.23200
28.57100,26.25200
24.39000,26.23600
25.64100,26.23200
24.39000,26.21700
25.64100,26.21200
24.39000,26.19800
25.00000,26.18900
25.64100,26.18400
25.00000,26.17500
25.00000,26.16600
25.00000,26.15800
25.00000,26.14900
25.00000,26.14000
25.00000,26.13200
25.00000,26.12300
25.00000,26.11500
25.00000,26.10700
25.00000,26.09900
25.00000,26.09100
22.72700,26.06800
28.57100,26.08500
24.39000,26.07300
24.39000,26.06200
25.64100,26.05900
25.00000,26.05100
25.00000,26.04400
25.00000,26.03700
25.00000,26.03000
25.64100,26.02800
23.81000,26.01300
25.64100,26.01100
25.00000,26.00400
25.64100,26.00200
23.81000,25.98700
25.64100,25.98500
24.39000,25.97500
25.64100,25.97300
24.39000,25.96300
25.00000,25.95700
22.72700,25.93700
28.57100,25.95300
25.00000,25.94700
25.00000,25.94200
25.00000,25.93600
25.64100,25.93400
23.81000,25.92100
25.64100,25.92000
25.00000,25.91400
25.64100,25.91300
23.81000,25.90000
24.39000,25.89200
25.64100,25.89000
25.64100,25.88900
24.39000,25.88000
25.00000,25.87500
25.64100,25.87400
25.64100,25.87200
23.81000,25.86100
25.64100,25.86000
22.22200,25.84000
28.57100,25.85500
24.39000,25.84700
25.64100,25.84600
24.39000,25.83800
25.64100,25.83700
24.39000,25.82900
25.64100,25.82800
24.39000,25.82000
25.64100,25.81900
24.39000,25.81200
25.00000,25.80800
25.64100,25.80700
25.00000,25.80300
25.00000,25.79800
25.00000,25.79400
25.00000,25.79000
25.64100,25.79000
23.81000,25.78000
25.00000,25.77600
23.25600,25.76300
28.57100,25.77700
23.81000,25.76700
25.64100,25.76700
24.39000,25.76000
25.64100,25.76000
24.39000,25.75300
25.00000,25.74900
25.64100,25.74900
25.64100,25.74800
23.81000,25.73900
25.64100,25.73900
24.39000,25.73200
25.64100,25.73200
24.39000,25.72600
25.64100,25.72500
24.39000,25.71900
25.64100,25.71900
24.39000,25.71300
25.64100,25.71200
22.22200,25.69700
28.57100,25.70900
24.39000,25.70400
25.00000,25.70000
25.64100,25.70000
25.64100,25.70000
23.81000,25.69200
25.64100,25.69100
24.39000,25.68600
25.64100,25.68500
24.39000,25.68000
25.64100,25.68000
24.39000,25.67400
25.64100,25.67400
24.39000,25.66900
25.64100,25.66800
22.72700,25.65600
27.77800,25.66500
24.39000,25.66000
25.64100,25.66000
22.22200,25.64500
28.57100,25.65700
24.39000,25.65200
25.64100,25.65200
24.39000,25.64700
25.64100,25.64700
24.39000,25.64200
25.64100,25.64200
24.39000,25.63700
25.64100,25.63700
24.39000,25.63200
25.64100,25.63200
24.39000,25.62700
25.64100,25.62700
24.39000,25.62200
25.00000,25.62000
25.64100,25.62000
25.00000,25.61700
25.00000,25.61500
25.00000,25.61300
22.22200,25.60000
28.57100,25.61100
25.00000,25.60900
25.00000,25.60600
25.00000,25.60400
25.00000,25.60200
25.00000,25.60000
25.00000,25.59700
25.00000,25.59500
25.64100,25.59500
23.81000,25.58900
25.00000,25.58700
25.64100,25.58700
25.00000,25.58500
25.00000,25.58200
25.00000,25.58000
25.00000,25.57800
25.64100,25.57900
23.81000,25.57200
25.64100,25.57200
22.72700,25.56200
28.57100,25.57300
23.81000,25.56700
25.64100,25.56700
24.39000,25.56300
25.64100,25.56300
24.39000,25.55900
25.00000,25.55700
25.64100,25.55700
25.00000,25.55500
25.00000,25.55400
25.00000,25.55200
25.00000,25.55000
25.64100,25.55000
23.81000,25.54400
25.64100,25.54500
25.00000,25.54300
25.64100,25.54300
23.81000,25.53700
24.39000,25.53300
23.25600,25.52600
28.57100,25.53600
24.39000,25.53200
25.00000,25.53000
25.64100,25.53100
25.64100,25.53100
23.81000,25.52600
25.64100,25.52600
24.39000,25.52200
25.64100,25.52300
24.39000,25.51900
25.64100,25.51900
24.39000,25.51600
25.64100,25.51600
24.39000,25.51300
25.64100,25.51300
24.39000,25.50900
25.64100,25.51000
24.39000,25.50600
25.00000,25.50500
22.72700,25.49600
28.57100,25.50600
25.00000,25.50400
25.00000,25.50300
25.00000,25.50100
25.64100,25.50100
23.81000,25.49600
25.64100,25.49700
25.00000,25.49500
25.64100,25.49600
23.81000,25.49100
25.64100,25.49100
24.39000,25.48800
25.64100,25.48800
24.39000,25.48500
25.00000,25.48300
25.64100,25.48400
25.64100,25.48400
23.81000,25.47900
25.64100,25.48000
22.22200,25.47000
28.57100,25.47900
24.39000,25.47600
25.64100,25.47700
24.39000,25.47400
25.64100,25.47400
24.39000,25.47100
25.64100,25.47100
24.39000,25.46800
25.64100,25.46900
24.39000,25.46600
25.00000,25.46400
25.64100,25.46500
25.64100,25.46500
23.81000,25.46100
25.64100,25.46100
24.39000,25.45800
25.64100,25.45900
24.39000,25.45600
25.64100,25.45600
22.22200,25.44700
28.57100,25.45600
24.39000,25.45300
25.64100,25.45400
22.72700,25.44600
27.77800,25.45200
24.39000,25.45000
25.64100,25.45000
24.39000,25.44700
25.64100,25.44800
24.39000,25.44500
25.64100,25.44500
24.39000,25.44300
25.64100,25.44300
24.39000,25.44000
25.00000,25.43900
25.00000,25.43800
25.64100,25.43800
24.39000,25.43600
25.64100,25.43600
22.22200,25.42800
28.57100,25.43600
24.39000,25.43300
25.00000,25.43200
25.64100,25.43300
25.00000,25.43200
25.00000,25.43000
25.00000,25.42900
25.00000,25.42800
25.64100,25.42900
23.81000,25.42500
25.64100,25.42500
25.00000,25.42400
25.64100,25.42500
23.81000,25.42100
25.64100,25.42100
24.39000,25.41900
25.64100,25.41900
24.39000,25.41700
25.00000,25.41600
23.25600,25.41000
28.57100,25.41800
24.39000,25.41500
25.00000,25.41400
24.39000,25.41200
25.64100,25.41200
24.39000,25.41000
25.64100,25.41100
24.39000,25.40800
25.64100,25.40900
24.39000,25.40600
25.64100,25.40700
24.39000,25.40400
25.64100,25.40500
24.39000,25.40200
25.00000,25.40100
25.64100,25.40200
25.64100,25.40300
23.81000,25.39900
25.64100,25.39900
22.22200,25.39200
28.57100,25.39900
24.39000,25.39700
25.64100,25.39700
24.39000,25.39500
25.64100,25.39600
24.39000,25.39300
25.64100,25.39400
22.72700,25.38800
27.77800,25.39300
24.39000,25.39100
25.64100,25.39100
24.39000,25.38900
25.64100,25.39000
24.39000,25.38700
25.64100,25.38800
24.39000,25.38600
25.64100,25.38600
24.39000,25.38400
25.00000,25.38300
22.72700,25.37700
28.57100,25.38400
24.39000,25.38200
25.64100,25.38300
24.39000,25.38100
25.64100,25.38100
24.39000,25.37900
25.00000,25.37800
25.64100,25.37900
25.64100,25.37900
23.81000,25.37600
25.64100,25.37600
24.39000,25.37400
25.64100,25.37500
24.39000,25.37300
25.64100,25.37300
24.39000,25.37100
25.64100,25.37200
24.39000,25.36900
25.64100,25.37000
22.22200,25.36300
28.57100,25.37000
24.39000,25.36800
25.64100,25.36900
24.39000,25.36700
25.64100,25.36700
24.39000,25.36500
25.64100,25.36600
24.39000,25.36400
25.64100,25.36400
24.39000,25.36200
25.64100,25.36300
24.39000,25.36100
25.64100,25.36100
24.39000,25.35900
25.64100,25.36000
24.39000,25.35800
25.64100,25.35800
24.39000,25.35600
25.64100,25.35700
22.22200,25.35000
28.57100,25.35700
24.39000,25.35500
25.64100,25.35600
24.39000,25.35400
25.64100,25.35400
24.39000,25.35200
25.64100,25.35300
24.39000,25.35100
25.64100,25.35100
24.39000,25.34900
25.64100,25.35000
22.72700,25.34500
27.77800,25.35000
24.39000,25.34800
25.00000,25.34700
25.00000,25.34600
25.64100,25.34700
24.39000,25.34500
25.64100,25.34600
22.22200,25.33900
28.57100,25.34600
24.39000,25.34400
25.64100,25.34500
24.39000,25.34300
25.64100,25.34300
24.39000,25.34100
25.64100,25.34200
24.39000,25.34000
25.64100,25.34100
24.39000,25.33900
24.39000,25.33700
26.31600,25.33900
25.00000,25.33800
25.00000,25.33800
25.00000,25.33700
25.00000,25.33600
25.00000,25.33600
25.00000,25.33500
25.00000,25.33400
22.22200,25.32800
28.57100,25.33500
25.00000,25.33400
25.00000,25.33300
25.00000,25.33300
25.64100,25.33300
23.81000,25.33000
25.00000,25.33000
25.64100,25.33000
25.00000,25.33000
25.00000,25.32900
25.00000,25.32800
25.00000,25.32800
25.64100,25.32800
23.81000,25.32600
25.64100,25.32600
25.00000,25.32600
25.64100,25.32600
23.81000,25.32300
25.64100,25.32400
22.22200,25.31800
28.57100,25.32400
24.39000,25.32200
25.00000,25.32200
25.64100,25.32200
25.00000,25.32200
25.00000,25.32100
25.00000,25.32100
25.00000,25.32000
25.64100,25.32100
23.81000,25.31800
25.64100,25.31800
25.00000,25.31800
25.64100,25.31900
23.81000,25.31600
24.39000,25.31400
25.64100,25.31500
25.64100,25.31500
24.39000,25.31400
25.00000,25.31300
23.25600,25.30900
28.57100,25.31500
23.81000,25.31300
25.64100,25.31300
24.39000,25.31100
25.64100,25.31200
24.39000,25.31000
25.64100,25.31100
24.39000,25.30900
25.64100,25.31000
24.39000,25.30800
25.64100,25.30900
24.39000,25.30700
25.64100,25.30800
24.39000,25.30600
25.00000,25.30600
25.64100,25.30600
25.00000,25.30600
25.00000,25.30500
25.00000,25.30500
22.72700,25.30000
28.57100,25.30600
24.39000,25.30400
25.00000,25.30400
25.00000,25.30300
25.64100,25.30400
23.81000,25.30100
25.64100,25.30200
24.39000,25.30000
25.64100,25.30100
24.39000,25.29900
25.00000,25.29900
25.64100,25.30000
25.64100,25.30000
23.81000,25.29800
25.64100,25.29800
24.39000,25.29700
25.64100,25.29700
24.39000,25.29600
25.64100,25.29600
22.22200,25.29100
28.57100,25.29700
24.39000,25.29500
25.64100,25.29600
24.39000,25.29400
25.64100,25.29500
24.39000,25.29300
25.00000,25.29300
25.64100,25.29300
25.64100,25.29400
23.81000,25.29200
25.64100,25.29200
24.39000,25.29100
25.64100,25.29100
24.39000,25.29000
25.64100,25.29000
24.39000,25.28900
25.64100,25.28900
24.39000,25.28800
25.64100,25.28900
20.83300,25.28100
31.25000,25.29100
24.39000,25.29000
25.64100,25.29000
24.39000,25.28900
25.64100,25.28900
24.39000,25.28800
25.64100,25.28800
24.39000,25.28700
25.64100,25.28700
24.39000,25.28600
25.64100,25.28700
24.39000,25.28500
25.64100,25.28600
24.39000,25.28400
25.64100,25.28500
24.39000,25.28300
25.64100,25.28400
24.39000,25.28300
25.00000,25.28200
22.72700,25.27800
28.57100,25.28300
25.00000,25.28300
25.00000,25.28200
25.00000,25.28200
25.64100,25.28300
23.81000,25.28000
25.64100,25.28100
25.00000,25.28000
25.64100,25.28100
23.81000,25.27900
25.64100,25.27900
24.39000,25.27800
25.64100,25.27800
24.39000,25.27700
25.00000,25.27700
25.64100,25.27700
25.64100,25.27800
23.81000,25.27600
25.64100,25.27600
22.22200,25.27200
28.57100,25.27700
24.39000,25.27500
25.64100,25.27600
24.39000,25.27400
25.64100,25.27500
24.39000,25.27400
25.64100,25.27400
24.39000,25.27300
25.64100,25.27300
24.39000,25.27200
25.00000,25.27200
25.64100,25.27200
25.64100,25.27300
23.81000,25.27100
25.64100,25.27100
24.39000,25.27000
25.64100,25.27000
24.39000,25.26900
25.64100,25.27000
22.22200,25.26500
28.57100,25.27000
24.39000,25.26900
25.64100,25.26900
22.72700,25.26600
27.77800,25.26900
24.39000,25.26800
25.64100,25.26800
24.39000,25.26700
25.64100,25.26800
24.39000,25.26600
25.64100,25.26700
24.39000,25.26600
25.64100,25.26600
24.39000,25.26500
25.00000,25.26500
25.00000,25.26400
25.64100,25.26500
24.39000,25.26400
25.64100,25.26400
22.22200,25.26000
28.57100,25.26400
24.39000,25.26300
25.00000,25.26300
25.64100,25.26300
25.64100,25.26400
23.81000,25.26200
25.64100,25.26200
24.39000,25.26100
25.64100,25.26200
24.39000,25.26000
25.64100,25.26100
24.39000,25.26000
25.64100,25.26000
24.39000,25.25900
25.64100,25.26000
24.39000,25.25800
25.64100,25.25900
24.39000,25.25800
25.64100,25.25800
22.22200,25.25400
28.57100,25.25900
24.39000,25.25700
25.64100,25.25800
24.39000,25.25700
25.64100,25.25700
24.39000,25.25600
25.64100,25.25700
24.39000,25.25500
25.64100,25.25600
24.39000,25.25500
25.64100,25.25500
24.39000,25.25400
25.64100,25.25500
24.39000,25.25400
25.64100,25.25400
24.39000,25.25300
25.64100,25.25300
24.39000,25.25200
25.64100,25.25300
22.22200,25.24900
28.57100,25.25300
24.39000,25.25200
25.64100,25.25300
24.39000,25.25100
25.64100,25.25200
24.39000,25.25100
25.64100,25.25100
22.72700,25.24800
27.77800,25.25100
24.39000,25.25000
25.00000,25.25000
25.00000,25.24900
25.64100,25.25000
24.39000,25.24900
25.64100,25.24900
24.39000,25.24800
25.64100,25.24900
24.39000,25.24800
25.00000,25.24700
22.72700,25.24400
28.57100,25.24800
24.39000,25.24700
25.64100,25.24800
24.39000,25.24700
25.64100,25.24700
24.39000,25.24600
25.00000,25.24600
25.64100,25.24600
25.00000,25.24600
25.00000,25.24600
25.00000,25.24500
25.00000,25.24500
25.64100,25.24500
23.81000,25.24400
25.64100,25.24400
25.00000,25.24400
25.64100,25.24400
23.81000,25.24200
25.64100,25.24300
22.22200,25.23900
28.57100,25.24300
24.39000,25.24200
25.00000,25.24200
25.64100,25.24200
25.64100,25.24300
23.81000,25.24100
25.64100,25.24200
24.39000,25.24100
25.64100,25.24100
24.39000,25.24000
25.64100,25.24100
24.39000,25.23900
25.64100,25.24000
24.39000,25.23900
25.64100,25.23900
24.39000,25.23800
25.64100,25.23900
24.39000,25.23800
25.00000,25.23700
23.25600,25.23500
28.57100,25.23900
23.81000,25.23700
25.64100,25.23800
24.39000,25.23700
25.64100,25.23700
24.39000,25.23600
25.64100,25.23700
24.39000,25.23600
25.64100,25.23600
24.39000,25.23500
25.64100,25.23600
22.72700,25.23300
27.77800,25.23600
24.39000,25.23500
25.64100,25.23500
24.39000,25.23400
25.64100,25.23500
24.39000,25.23400
25.64100,25.23400
22.22200,25.23000
28.57100,25.23500
24.39000,25.23300
25.64100,25.23400
24.39000,25.23300
25.64100,25.23300
24.39000,25.23200
25.64100,25.23300
24.39000,25.23200
25.64100,25.23200
24.39000,25.23100
25.00000,25.23100
25.64100,25.23200
25.64100,25.23200
23.81000,25.23000
25.64100,25.23100
24.39000,25.23000
25.64100,25.23000
24.39000,25.22900
25.64100,25.23000
22.22200,25.22600
28.57100,25.23000
24.39000,25.22900
25.64100,25.23000
24.39000,25.22900
25.64100,25.22900
24.39000,25.22800
25.64100,25.22900
24.39000,25.22800
25.64100,25.22800
24.39000,25.22700
25.64100,25.22800
24.39000,25.22700
25.64100,25.22700
24.39000,25.22600
25.00000,25.22600
25.00000,25.22600
25.64100,25.22600
24.39000,25.22500
25.64100,25.22600
18.51900,25.21800
38.46200,25.23300
24.39000,25.23200
25.64100,25.23300
24.39000,25.23200
25.64100,25.23200
24.39000,25.23100
25.64100,25.23200
24.39000,25.23100
25.64100,25.23100
24.39000,25.23000
25.64100,25.23100
24.39000,25.23000
25.64100,25.23000
24.39000,25.22900
25.64100,25.23000
22.72700,25.22700
27.77800,25.23000
24.39000,25.22900
25.00000,25.22900
22.72700,25.22600
28.57100,25.23000
24.39000,25.22900
25.64100,25.22900
24.39000,25.22800
25.64100,25.22900
24.39000,25.22800
25.64100,25.22800
24.39000,25.22700
25.64100,25.22800
24.39000,25.22700
25.64100,25.22700
24.39000,25.22600
25.64100,25.22700
24.39000,25.22600
25.00000,25.22600
25.64100,25.22600
25.64100,25.22600
23.81000,25.22500
25.64100,25.22500
22.22200,25.22200
28.57100,25.22600
24.39000,25.22500
25.64100,25.22500
24.39000,25.22400
25.64100,25.22500
24.39000,25.22400
25.64100,25.22400
24.39000,25.22300
25.64100,25.22400
24.39000,25.22300
25.64100,25.22300
24.39000,25.22300
25.64100,25.22300
24.39000,25.22200
25.64100,25.22300
24.39000,25.22200
25.64100,25.22200
24.39000,25.22100
25.00000,25.22100
22.72700,25.21800
28.57100,25.22200
24.39000,25.22100
25.64100,25.22100
24.39000,25.22100
25.64100,25.22100
24.39000,25.22000
25.64100,25.22100
24.39000,25.22000
25.64100,25.22000
24.39000,25.21900
25.64100,25.22000
24.39000,25.21900
25.64100,25.21900
24.39000,25.21800
25.00000,25.21800
25.00000,25.21800
25.64100,25.21800
24.39000,25.21700
25.64100,25.21800
20.83300,25.21300
31.25000,25.22000
24.39000,25.21900
25.00000,25.21900
25.00000,25.21800
25.64100,25.21900
24.39000,25.21800
25.64100,25.21800
24.39000,25.21700
25.64100,25.21800
24.39000,25.21700
25.64100,25.21700
24.39000,25.21700
25.64100,25.21700
24.39000,25.21600
25.64100,25.21700
24.39000,25.21600
25.64100,25.21600
24.39000,25.21500
25.00000,25.21500
22.72700,25.21300
28.57100,25.21600
24.39000,25.21500
25.64100,25.21600
24.39000,25.21500
25.64100,25.21500
24.39000,25.21400
25.64100,25.21500
24.39000,25.21400
25.64100,25.21400
24.39000,25.21400
25.64100,25.21400
24.39000,25.21300
25.64100,25.21400
24.39000,25.21300
25.00000,25.21200
25.00000,25.21200
25.64100,25.21300
24.39000,25.21200
25.64100,25.21200
22.22200,25.20900
28.57100,25.21300
24.39000,25.21200
25.64100,25.21200
24.39000,25.21100
25.64100,25.21200
24.39000,25.21100
25.64100,25.21100
24.39000,25.21100
25.64100,25.21100
24.39000,25.21000
25.00000,25.21000
25.00000,25.21000
25.64100,25.21000
24.39000,25.20900
25.64100,25.21000
24.39000,25.20900
25.64100,25.20900
24.39000,25.20900
25.00000,25.20800
22.72700,25.20600
28.57100,25.20900
24.39000,25.20900
25.64100,25.20900
23.25600,25.20700
27.02700,25.20900
24.39000,25.20800
25.00000,25.20800
25.00000,25.20800
25.64100,25.20800
24.39000,25.20700
25.64100,25.20800
24.39000,25.20700
25.64100,25.20700
24.39000,25.20600
25.64100,25.20700
24.39000,25.20600
25.64100,25.20600
24.39000,25.20600
25.64100,25.20600
22.22200,25.20300
28.57100,25.20600
24.39000,25.20600
24.39000,25.20500
26.31600,25.20600
25.00000,25.20600
25.00000,25.20600
25.00000,25.20500
25.00000,25.20500
25.00000,25.20500
25.00000,25.20500
25.00000,25.20500
25.00000,25.20400
25.00000,25.20400
25.00000,25.20400
25.00000,25.20400
25.00000,25.20400
25.64100,25.20400
23.81000,25.20300
25.00000,25.20200
22.72700,25.20000
28.57100,25.20300
25.00000,25.20300
25.00000,25.20300
25.00000,25.20300
25.64100,25.20300
23.81000,25.20200
25.64100,25.20200
25.00000,25.20200
25.64100,25.20200
23.81000,25.20100
25.64100,25.20200
24.39000,25.20100
25.64100,25.20100
24.39000,25.20000
25.00000,25.20000
25.64100,25.20100
25.00000,25.20100
25.00000,25.20000
25.00000,25.20000
22.72700,25.19800
28.57100,25.20100
23.81000,25.20000
25.64100,25.20000
25.00000,25.20000
25.64100,25.20000
23.81000,25.19900
24.39000,25.19800
25.64100,25.19900
25.64100,25.19900
24.39000,25.19800
25.00000,25.19800
25.64100,25.19900
25.64100,25.19900
23.81000,25.19800
25.64100,25.19800
24.39000,25.19700
25.64100,25.19800
24.39000,25.19700
25.64100,25.19700
22.22200,25.19500
28.57100,25.19800
24.39000,25.19700
25.64100,25.19700
24.39000,25.19700
25.64100,25.19700
24.39000,25.19600
25.00000,25.19600
25.64100,25.19700
25.00000,25.19600
25.00000,25.19600
25.00000,25.19600
25.00000,25.19600
25.64100,25.19600
23.81000,25.19500
25.64100,25.19500
25.00000,25.19500
25.64100,25.19600
23.81000,25.19400
25.64100,25.19500
22.22200,25.19200
28.57100,25.19500
24.39000,25.19400
25.00000,25.19400
25.64100,25.19500
25.64100,25.19500
23.81000,25.19400
25.64100,25.19400
24.39000,25.19300
25.64100,25.19400
24.39000,25.19300
25.64100,25.19400
24.39000,25.19300
25.64100,25.19300
24.39000,25.19300
25.64100,25.19300
24.39000,25.19200
25.64100,25.19300
24.39000,25.19200
25.00000,25.19200
23.25600,25.19000
28.57100,25.19300
24.39000,25.19200
25.00000,25.19200
24.39000,25.19100
25.64100,25.19200
24.39000,25.19100
25.64100,25.19100
24.39000,25.19100
25.64100,25.19100
24.39000,25.19000
25.64100,25.19100
22.72700,25.18900
27.77800,25.19100
24.39000,25.19000
25.64100,25.19100
24.39000,25.19000
25.64100,25.19000
24.39000,25.19000
25.64100,25.19000
22.22200,25.18700
28.57100,25.19000
24.39000,25.19000
25.64100,25.19000
24.39000,25.18900
25.64100,25.19000
24.39000,25.18900
25.64100,25.19000
24.39000,25.18900
25.64100,25.18900
24.39000,25.18900
25.00000,25.18800
25.64100,25.18900
25.00000,25.18900
25.00000,25.18800
25.00000,25.18800
25.00000,25.18800
25.64100,25.18800
23.81000,25.18700
25.64100,25.18800
22.72700,25.18600
28.57100,25.18800
24.39000,25.18800
25.00000,25.18800
24.39000,25.18700
25.64100,25.18700
24.39000,25.18700
25.00000,25.18600
25.64100,25.18700
25.64100,25.18700
23.81000,25.18600
25.64100,25.18600
24.39000,25.18600
25.64100,25.18600
24.39000,25.18600
25.64100,25.18600
24.39000,25.18500
25.64100,25.18600
24.39000,25.18500
25.64100,25.18500
22.22200,25.18300
28.57100,25.18600
24.39000,25.18500
25.00000,25.18500
25.64100,25.18500
25.64100,25.18600
23.81000,25.18400
25.64100,25.18500
24.39000,25.18400
25.64100,25.18500
24.39000,25.18400
25.64100,25.18400
24.39000,25.18400
25.64100,25.18400
24.39000,25.18300
3.40100,25.16500
111.11100,25.23700
166.66701,25.35500
166.66701,25.47300
166.66701,25.59000
166.66701,25.70800
200.00000,25.85300
142.85699,25.95000
50.00000,25.97000
24.39000,25.96900
25.64100,25.96900
24.39000,25.96700
25.64100,25.96700
24.39000,25.96600
25.64100,25.96500
24.39000,25.96400
25.64100,25.96400
24.39000,25.96300
25.64100,25.96200
24.39000,25.96100
25.00000,25.96000
23.25600,25.95800
28.57100,25.96000
24.39000,25.95900
25.00000,25.95800
25.00000,25.95700
25.00000,25.95700
24.39000,25.95500
25.64100,25.95500
25.00000,25.95400
25.00000,25.95300
24.39000,25.95200
25.64100,25.95200
24.39000,25.95100
25.64100,25.95000
24.39000,25.94900
25.64100,25.94900
24.39000,25.94800
25.64100,25.94700
24.39000,25.94600
25.64100,25.94600
22.22200,25.94300
28.57100,25.94500
24.39000,25.94400
25.64100,25.94300
24.39000,25.94200
25.64100,25.94200
24.39000,25.94100
25.64100,25.94000
24.39000,25.93900
25.64100,25.93900
17.24100,25.93200
41.66700,25.94500
23.81000,25.94300
25.64100,25.94300
24.39000,25.94100
25.64100,25.94100
24.39000,25.94000
25.64100,25.94000
24.39000,25.93800
25.64100,25.93800
22.22200,25.93500
28.57100,25.93700
24.39000,25.93600
25.64100,25.93600
22.22200,25.93300
28.57100,25.93500
25.64100,25.93500
24.39000,25.93400
24.39000,25.93200
25.64100,25.93200
24.39000,25.93100
25.64100,25.93100
24.39000,25.93000
25.64100,25.92900
25.64100,25.92900
24.39000,25.92800
24.39000,25.92700
25.64100,25.92600
25.64100,25.92600
24.39000,25.92500
23.25600,25.92300
28.57100,25.92500
24.39000,25.92400
24.39000,25.92300
24.39000,25.92100
27.02700,25.92200
23.81000,25.92100
26.31600,25.92100
23.81000,25.91900
27.02700,25.92000
22.72700,25.91800
25.64100,25.91700
25.00000,25.91700
27.02700,25.91800
22.72700,25.91500
26.31600,25.91500
23.81000,25.91400
25.64100,25.91400
24.39000,25.91200
25.64100,25.91200
22.72700,25.91000
30.30300,25.91300
22.72700,25.91100
25.64100,25.91000
24.39000,25.90900
25.64100,25.90900
24.39000,25.90800
25.64100,25.90800
24.39000,25.90700
25.64100,25.90600
24.39000,25.90500
25.64100,25.90500
24.39000,25.90400
25.64100,25.90400
24.39000,25.90200
25.64100,25.90200
25.00000,25.90200
27.02700,25.90200
22.72700,25.90000
25.64100,25.90000
22.22200,25.89700
28.57100,25.89900
24.39000,25.89800
25.64100,25.89800
24.39000,25.89700
25.64100,25.89600
23.81000,25.89500
26.31600,25.89500
22.22200,25.89200
28.57100,25.89400
24.39000,25.89300
26.31600,25.89400
23.81000,25.89200
25.64100,25.89200
24.39000,25.89100
25.64100,25.89000
24.39000,25.88900
25.64100,25.88900
24.39000,25.88800
25.64100,25.88800
22.22200,25.88500
28.57100,25.88700
24.39000,25.88600
25.64100,25.88600
24.39000,25.88500
25.64100,25.88500
25.64100,25.88400
24.39000,25.88300
25.00000,25.88300
27.02700,25.88300
22.72700,25.88100
26.31600,25.88100
23.81000,25.88000
25.64100,25.88000
24.39000,25.87900
25.64100,25.87800
25.00000,25.87800
25.00000,25.87700
24.39000,25.87600
25.64100,25.87600
22.22200,25.87300
28.57100,25.87500
24.39000,25.87400
26.31600,25.87400
23.81000,25.87300
25.64100,25.87300
24.39000,25.87200
25.64100,25.87100
24.39000,25.87000
25.64100,25.87000
24.39000,25.86900
25.64100,25.86900
24.39000,25.86800
25.64100,25.86800
24.39000,25.86700
25.64100,25.86600
24.39000,25.86500
26.31600,25.86600
24.39000,25.86500
25.00000,25.86400
22.22200,25.86100
28.57100,25.86300
24.39000,25.86200
25.00000,25.86200
24.39000,25.86100
25.64100,25.86000
25.64100,25.86000
24.39000,25.85900
24.39000,25.85800
25.64100,25.85800
25.64100,25.85800
25.00000,25.85700
22.72700,25.85500
28.57100,25.85700
24.39000,25.85600
24.39000,25.85500
24.39000,25.85400
25.64100,25.85400
25.64100,25.85300
24.39000,25.85200
23.25600,25.85100
28.57100,25.85200
