px,py,fx,fy,zx,zy,zs
0.32857,0.76286,0.45286,0.56000,0.92123,0.93939,0.93036
0.32000,0.76429,0.44429,0.56143,0.84015,0.91039,0.87598
0.31857,0.76714,0.44286,0.56429,0.88938,0.92520,0.90746
0.32429,0.77286,0.44857,0.57000,0.88060,0.91064,0.89574
0.32571,0.77571,0.45000,0.57286,0.93220,0.94860,0.94044
0.32571,0.77714,0.45000,0.57429,0.98182,0.98522,0.98352
0.32286,0.77714,0.44714,0.57429,0.96914,0.98500,0.97710
0.32000,0.77857,0.44429,0.57571,0.92994,0.98477,0.95775
0.31714,0.77857,0.44143,0.57571,0.93836,0.98454,0.96172
0.31714,0.77857,0.44143,0.57571,0.96350,1.00000,0.98192
0.31714,0.77857,0.44143,0.57571,1.00000,1.00000,1.00000
0.31857,0.77857,0.44286,0.57571,1.03788,1.00000,1.01911
0.31286,0.77714,0.43714,0.57429,1.14599,1.05236,1.10017
0.30286,0.77714,0.42714,0.57429,1.12739,1.08458,1.10619
0.30000,0.77286,0.42429,0.57000,1.13559,1.11927,1.12746
0.30857,0.76857,0.43286,0.56571,1.11443,1.08197,1.09832
0.32571,0.76143,0.45000,0.55857,1.16071,1.10606,1.13372
0.33286,0.75714,0.45714,0.55429,1.12692,1.09589,1.11152
0.33571,0.75571,0.46000,0.55286,1.09215,1.05625,1.07435
0.33571,0.75286,0.46000,0.55000,1.12188,1.06213,1.09241
0.33429,0.75143,0.45857,0.54857,1.06685,1.03343,1.05027
0.33143,0.75286,0.45571,0.55000,1.05222,1.02965,1.04100
0.32714,0.75429,0.45143,0.55143,1.03226,1.02094,1.02662
0.32714,0.75571,0.45143,0.55286,1.01442,1.01539,1.01490
0.32571,0.75571,0.45000,0.55286,1.01185,1.01515,1.01350
0.32714,0.75571,0.45143,0.55286,1.01171,1.00746,1.00959
0.32571,0.75571,0.45000,0.55286,1.00694,1.00494,1.00594
0.32571,0.75571,0.45000,0.55286,1.00230,1.00246,1.00238
0.32571,0.75571,0.45000,0.55286,1.00000,1.00000,1.00000
0.32571,0.75429,0.45000,0.55143,1.00000,0.99510,0.99755
0.32286,0.74714,0.44714,0.54429,0.97936,0.96798,0.97369
0.31857,0.74286,0.44286,0.54000,0.93677,0.95929,0.94810
0.30286,0.75286,0.42714,0.55000,0.86750,0.92042,0.89435
0.30571,0.76000,0.43000,0.55714,0.83862,0.89337,0.86643
0.31286,0.76000,0.43714,0.55714,0.86598,0.87742,0.87172
0.31000,0.76000,0.43429,0.55714,0.98809,0.98897,0.98853
0.30143,0.76429,0.42571,0.56143,0.92370,0.94796,0.93590
0.29571,0.76714,0.42000,0.56429,0.96087,0.97647,0.96870
0.30000,0.77000,0.42429,0.56714,0.95023,0.93574,0.94301
0.31143,0.77143,0.43571,0.56857,0.88095,0.92275,0.90209
0.32143,0.77143,0.44571,0.56857,0.90270,0.98605,0.94529
0.32429,0.77286,0.44857,0.57000,0.88024,0.93868,0.90993
0.32143,0.77286,0.44571,0.57000,0.93197,0.96985,0.95110
0.32000,0.77429,0.44429,0.57143,0.98540,0.99482,0.99012
0.32000,0.77429,0.44429,0.57143,1.00000,1.00000,1.00000
0.32000,0.77429,0.44429,0.57143,1.00000,1.00000,1.00000
0.32000,0.77429,0.44429,0.57143,1.00000,1.00000,1.00000
0.32000,0.77429,0.44429,0.57143,1.00000,1.00000,1.00000
0.32000,0.77429,0.44429,0.57143,1.00000,1.00000,1.00000
0.32000,0.77429,0.44429,0.57143,1.00000,1.00000,1.00000
0.32000,0.77429,0.82286,0.55000,1.00000,1.00000,1.00000
0.32000,0.77429,0.82286,0.55000,1.00000,1.00000,1.00000
0.32000,0.77429,0.82286,0.55000,1.00000,1.00000,1.00000
0.32000,0.77429,0.82286,0.55000,1.00000,1.00000,1.00000
0.32000,0.77429,0.82286,0.55000,1.00000,1.00000,1.00000
0.32000,0.77429,0.82286,0.55000,1.00000,1.00000,1.00000
0.31857,0.77429,0.82143,0.55000,1.00000,1.01005,1.00504
0.28286,0.78714,0.78571,0.56286,1.71233,1.09950,1.43892
0.26143,0.79429,0.76429,0.57000,1.26400,1.09050,1.18044
0.24714,0.79857,0.75000,0.57429,1.15190,1.05394,1.10401
0.23143,0.80286,0.73429,0.57857,1.14286,1.07087,1.10745
0.22714,0.80429,0.73000,0.58000,1.03846,1.03676,1.03761
0.22714,0.80143,0.73000,0.57714,1.04167,1.03901,1.04034
0.22429,0.80143,0.72714,0.57714,1.05333,1.03413,1.04378
0.22000,0.80143,0.72286,0.57714,1.06329,1.02640,1.04501
0.20857,0.80286,0.71143,0.57857,1.08333,1.03215,1.05805
0.20143,0.80571,0.70429,0.58143,1.04396,1.02804,1.03603
0.19429,0.80857,0.69714,0.58429,1.03509,1.02727,1.03119
0.19000,0.81143,0.69286,0.58714,1.02373,1.02360,1.02366
0.18714,0.81286,0.69000,0.58857,1.00993,1.02594,1.01797
0.18429,0.81571,0.68714,0.59143,1.01312,1.02247,1.01780
0.18143,0.81714,0.68429,0.59286,1.01295,1.01923,1.01609
0.17429,0.82143,0.67714,0.59714,1.02875,1.02695,1.02786
0.16714,0.82429,0.67000,0.60000,1.02795,1.02100,1.02448
0.16143,0.82714,0.66429,0.60286,1.01813,1.02057,1.01935
0.15571,0.83000,0.65857,0.60571,1.02374,1.01259,1.01818
0.14857,0.83143,0.65143,0.60714,1.02899,1.02488,1.02693
0.14429,0.83143,0.64714,0.60714,1.01972,1.01214,1.01593
0.14143,0.83143,0.64429,0.60714,1.01105,1.00959,1.01032
0.13857,0.83286,0.64143,0.60857,1.00820,1.00713,1.00766
0.13857,0.83286,0.64143,0.60857,1.00271,1.00472,1.00371
0.13714,0.83286,0.64000,0.60857,1.00270,1.00000,1.00135
0.13571,0.83429,0.63857,0.61000,1.00000,1.00470,1.00235
0.13429,0.83571,0.63714,0.61143,1.00000,1.00701,1.00351
